player_id,short_name,team_id,team_name,vaep_count,vaep_mean,vaep_sum,vaep_sum_Offensive,vaep_mean_Offensive,vaep_sum_defensive,vaep_mean_defensive,minutes_played,vaep_rating,actions_p90
21384.0,C. Immobile,3162.0,SS Lazio,1196,0.015834579604924372,18.93815720748955,19.54980858233159,0.016345993797936113,-0.61165136,-0.0005114142,2907.04779175,0.5863110174903644,37.02725504048294
206314.0,M. Icardi,3161.0,FC Internazionale Milano,709,0.024896168083115837,17.65138317092913,18.181736310694923,0.025644197899428664,-0.5303531,-0.0007480298,3060.1237985166667,0.5191373258015494,20.852097562500774
89186.0,P. Dybala,3159.0,Juventus FC,1782,0.009788169024778002,17.4425172021544,18.377286793121733,0.010312731084804565,-0.9347696,-0.000524562,2477.5639068166665,0.6336169750756944,64.73294172502962
265865.0,S. Milinković-Savić,3162.0,SS Lazio,2359,0.006416486941755486,15.136492695601191,14.265391125751194,0.006047219637876725,0.87110156,0.0003692673,3248.3506211333333,0.41937724756104466,65.3593237807334
8148.0,Iago Falqué,3185.0,Torino FC,1859,0.007574567331232115,14.081120668760502,14.54678123219777,0.007825057144807837,-0.46566057,-0.00025048983,2906.31957585,0.4360500719601018,57.5676540839689
3484.0,Luis Alberto,3162.0,SS Lazio,2292,0.005996337067739927,13.743604559259914,15.085408188909717,0.0065817662255278,-1.3418037,-0.0005854292,2761.0268590166665,0.44799434177685615,74.71133405542682
3323.0,G. Higuaín,3159.0,Juventus FC,1137,0.011373948059246651,12.932178943363443,13.247631842798047,0.011651391242566443,-0.3154529,-0.00027744318,3079.734723366667,0.3779208956121961,33.22688776523458
130.0,S. de Vrij,3162.0,SS Lazio,2031,0.006252488493621313,12.698804130544886,11.064357142749941,0.005447738622722767,1.634447,0.00080474984,3144.4501174833335,0.3634633494086895,58.130990529528994
138408.0,M. Škriniar,3161.0,FC Internazionale Milano,2879,0.004285920348571411,12.339164683537092,10.662062319461256,0.003703390871643368,1.6771023,0.00058252946,3680.9490889833332,0.3016952407307165,70.39217162103304
20443.0,M. Pjanić,3159.0,Juventus FC,2599,0.004682163703263283,12.168943464781274,12.021654090680181,0.0046254921472413165,0.14728938,5.6671557e-05,2571.755836566667,0.425858822310453,90.95342437805971
25558.0,N. N'Koulou,3185.0,Torino FC,2102,0.005742569412089278,12.070880904211663,9.646550587785896,0.004589224827681207,2.4243302,0.0011533445,3400.6737388833335,0.3194600143369766,55.63015288321082
20479.0,F. Quagliarella,3164.0,UC Sampdoria,1000,0.01192007228524035,11.920072285240352,12.623639252051547,0.012623639252051547,-0.70356697,-0.00070356694,2818.85141825,0.3805828497117637,31.927897801677616
25726.0,K. Koulibaly,3187.0,SSC Napoli,3369,0.0035320385440172418,11.899437854794087,10.21324063296197,0.0030315347678723566,1.6861973,0.0005005038,3553.3436418,0.30139201689734746,85.33089691443533
8327.0,E. Džeko,3158.0,AS Roma,1180,0.009886618064747239,11.666209316401742,12.485837029580958,0.010581217821678778,-0.8196277,-0.00069459976,3151.694572433333,0.3331410497894514,33.69615854559346
25541.0,J. Veretout,3176.0,ACF Fiorentina,2653,0.004293164430704097,11.389765234657968,10.635173847281546,0.004008734959397492,0.7545914,0.00028442946,3356.120437666667,0.3054356630395244,71.14464585961169
269152.0,G. Simeone,3176.0,ACF Fiorentina,998,0.011321624624542892,11.298981375293806,11.461732721887529,0.011484702126139808,-0.16275135,-0.00016307751,3115.10758,0.3264440465251741,28.833675143893426
122.0,D. Mertens,3187.0,SSC Napoli,1424,0.007923273989256874,11.282742160701789,12.257416239803321,0.008607736123457388,-0.9746741,-0.00068446214,3577.97424565,0.28380494792485234,35.81915106175326
20845.0,G. Bonaventura,3157.0,AC Milan,1906,0.005841894319583931,11.134650573126972,10.862371294518933,0.005699040553262819,0.2722793,0.00014285378,2631.409875566667,0.3808295168633218,65.18938824118358
20820.0,J. Iličić,3172.0,Atalanta Bergamasca Calcio,1697,0.006487902300942415,11.009970204699279,12.028198556012434,0.007087919007667904,-1.0182284,-0.00060001673,2077.9214257,0.47686948417172537,73.50133557073703
333571.0,L. Torreira,3164.0,UC Sampdoria,2751,0.003935437265132198,10.826387916378676,9.88290516378032,0.003592477340523562,0.94348276,0.00034295992,3631.9189307166666,0.268281019224681,68.17057448778033
14812.0,I. Perišić,3161.0,FC Internazionale Milano,2216,0.0047267814473331395,10.474547687290237,11.137125455495902,0.0050257786351515805,-0.6625778,-0.0002989972,4438.9712992,0.21237111671031034,44.92932856672073
20404.0,B. Cristante,3172.0,Atalanta Bergamasca Calcio,2042,0.005042225407403528,10.296224281918004,9.829270616317846,0.004813550742565057,0.46695367,0.00022867466,2922.6878917333333,0.31705752365609385,62.88047400470366
21171.0,M. Hamšík,3187.0,SSC Napoli,2837,0.0036033169382689557,10.222610153869027,10.373936215735739,0.003656657108119753,-0.15132605,-5.3340165e-05,2807.926344783333,0.32765635592881076,90.93187236708017
3318.0,S. Khedira,3159.0,Juventus FC,1165,0.00873122355334117,10.171875439642463,9.650475822621956,0.008283670234010262,0.5213996,0.00044755332,2436.003538483333,0.3758076600076684,43.0418093995381
70084.0,Alex Sandro,3159.0,Juventus FC,2085,0.004870555771021194,10.155108782579191,9.765028454829007,0.004683466884810076,0.39008033,0.0001870889,2199.2974272666665,0.4155689808485866,85.32270245649103
265172.0,A. Barák,3163.0,Udinese Calcio,1589,0.006383407191612246,10.143234027471859,9.224159365500324,0.00580500904059177,0.91907465,0.0005783981,2835.028065183333,0.32200424175110703,50.44394507281604
