player_id,short_name,team_name,success,fail,minutes_played,success_sum,fail_sum,vaep_risk_rating
45.0,G. van der Wiel,Cagliari Calcio,0.19191416962288427,-0.00014872244689705628,313.76211443333335,0.6690599516732618,-0.0005184829933568835,0.1917654471759872
114.0,K. Strootman,AS Roma,0.2892809084300959,-0.09285649990713245,2354.737383816667,7.568672994497698,-2.4294741295743734,0.19642440852296345
122.0,D. Mertens,SSC Napoli,0.45209769229268726,-0.16519524098234128,3577.97424565,17.973265550455928,-6.567381308208473,0.286902451310346
130.0,S. de Vrij,SS Lazio,0.3935934095251913,-0.028305008709964146,3144.4501174833335,13.751498253579484,-0.9889298662601504,0.3652884008152271
174.0,F. Đuričić,Benevento Calcio,0.18930142923658813,-0.13974503617472378,1016.5535787666666,2.1381671706233174,-1.578425740425475,0.04955639306186435
174.0,F. Đuričić,UC Sampdoria,0.004515663216266142,-0.0010036682108160195,1016.5535787666666,0.0510045955888927,-0.011336472351104021,0.0035119950054501225
192.0,J. Vuković,Hellas Verona FC,0.2730818601375625,-0.03626904490140699,1384.826016,4.201898493512999,-0.5580701883882284,0.23681281523615555
394.0,B. Nuytinck,Udinese Calcio,0.2593373395625198,-0.04294807820762387,2460.4387118166665,7.089818107546307,-1.1741234913351946,0.21638926135489595
625.0,M. de Roon,Atalanta Bergamasca Calcio,0.2994672196885567,-0.0796816875946849,2740.5172449166666,9.118834220485974,-2.426322655081071,0.2197855320938718
658.0,S. Armenteros,Benevento Calcio,0.24931366611188405,-0.036818054286491105,450.64805853333337,1.2483635511016473,-0.1843553853686899,0.21249561182539295
3300.0,Albiol,SSC Napoli,0.31524250175688806,-0.06557495725192622,2846.0623362833335,9.96888678940013,-2.0736712893121876,0.24966754450496184
3313.0,José Callejón,SSC Napoli,0.34492324831888654,-0.1591207537877988,3323.066226733333,12.735586636707186,-5.8752089209398255,0.18580249453108774
3318.0,S. Khedira,Juventus FC,0.437103644221717,-0.05952612322496056,2436.003538483333,11.830955822311807,-1.6111760756466538,0.37757752099675645
3323.0,G. Higuaín,Juventus FC,0.5288656685257961,-0.1504180834575329,3079.734723366667,18.097399592838,-5.1471977182936595,0.37844758506826315
3344.0,Rafinha,FC Internazionale Milano,0.47231221908400933,-0.11039976238698362,1081.7615400833333,5.676991039072163,-1.3269579664953053,0.3619124566970257
3431.0,João Miranda,FC Internazionale Milano,0.1590712557953976,-0.0508663180468303,3319.1214154,5.866409018723061,-1.8759053950197995,0.1082049377485673
3463.0,F. Fazio,AS Roma,0.2528514836488828,-0.0609605551713999,3091.7532837833332,8.68616005423246,-2.09416662924923,0.19189092847748293
3475.0,D. Perotti,AS Roma,0.42958756438229606,-0.2484196561476205,1680.9935838666665,8.023710438172758,-4.6399094232279285,0.18116790823467557
3484.0,Luis Alberto,SS Lazio,0.6686058659424874,-0.21336155558023354,2761.0268590166665,20.51154171070338,-6.545522062651135,0.4552443103622539
3526.0,M. Musacchio,AC Milan,0.2916976772328237,-0.05120110174689338,1268.867827,4.112508865015116,-0.7218603412620723,0.24049657548593031
3531.0,C. Zapata,AC Milan,0.2314736625671469,-0.029183777511804468,1027.4723078166667,2.642586425296031,-0.3331724803429097,0.20228988505534246
3543.0,Borja Valero,FC Internazionale Milano,0.3290427319784587,-0.038126688142218965,2655.7332205833336,9.709441270074342,-1.1250479143345729,0.2909160438362397
3548.0,G. Rossi,Genoa CFC,0.3972683357646014,-0.24601318570047898,275.83283504999997,1.2175516814393923,-0.7539834941271693,0.15125515006412243
3710.0,K. Babacar,ACF Fiorentina,0.18950688628474524,-0.02758253243939144,1290.7377776666667,2.7178188583966865,-0.3955757402582094,0.1619243538453538
3710.0,K. Babacar,US Sassuolo Calcio,0.12683321086868296,-0.091604469669224,1290.7377776666667,1.8189824081219061,-1.3137483289465308,0.03522874119945896
3736.0,F. Zuculini,Hellas Verona FC,0.257783742396456,-0.05549484285132369,347.50781501666665,0.9953540563001297,-0.2142765731550753,0.20228889954513232
3795.0,H. Moreno,AS Roma,0.04061864793104486,-0.009574888966563623,1266.0291145666667,0.5713821208337322,-0.13468986889347434,0.031043758964481236
3885.0,L. Cabrera,FC Crotone,0.046334452980230575,-0.017945141569938722,1135.5243766333333,0.5845988981891423,-0.22641272994223982,0.028389311410291853
4792.0,Patric,SS Lazio,0.26908632819656886,-0.04731604880194809,536.7934233166667,1.60493079200387,-0.28221048682462424,0.22177027939462077
7849.0,W. Szczęsny,Juventus FC,-0.2463660227608114,-0.054226665014999495,1877.0730786666668,-5.138300320249982,-1.130971256061457,-0.3005926877758109
7858.0,B. Sagna,Benevento Calcio,0.2080057937100119,-0.02087836308658703,1662.2362973166667,3.841719781743828,-0.38560858834534883,0.18712743062342488
7926.0,Nani,SS Lazio,0.3096673859966889,-0.0751547856981688,1064.5639815333334,3.6628971709739417,-0.8889675321569667,0.2345126002985201
7949.0,Pepe Reina,SSC Napoli,-0.2301485307659068,-0.04708071013445748,3458.210466616667,-8.843356199678965,-1.8090556062525138,-0.27722924090036427
7965.0,Lucas Leiva,SS Lazio,0.3737725431407098,-0.0719836371286912,2988.098797116667,12.409658739488805,-2.389935772403609,0.3017889060120186
7982.0,D. Santon,FC Internazionale Milano,0.3167052356376858,-0.065006969611875,874.3621024833334,3.076833952218294,-0.631551451398991,0.2516982660258108
8148.0,Iago Falqué,Torino FC,0.5713436664909863,-0.1347499448577156,2906.31957585,18.450080916229634,-4.351404473163187,0.4365937216332707
